 Jspace =            1
    Gas temperature (K)  0.11E+02
 Total H density (cm-3)  0.20E+05
N2O         0.00000000D+00  0.66668033D-24  0.54485689D-23  0.20610176D-22  0.56647790D-22  0.13464910D-21  0.29547165D-21  0.61291089D-21  0.12121905D-20  0.22933075D-20  0.41567092D-20  0.12073208D-19  0.19414942D-19  0.30126784D-19  0.65875609D-19  0.93334787D-19  0.17421512D-18  0.29948264D-18  0.59656094D-18  0.88343776D-18  0.14686470D-17  0.22535587D-17  0.32360877D-17  0.48118408D-17  0.65996335D-17  0.89632098D-17  0.11324550D-16  0.14071319D-16  0.16728649D-16  0.19760710D-16  0.23183484D-16  0.26587352D-16  0.30831661D-16  0.35072657D-16  0.40166321D-16  0.45701647D-16  0.51698825D-16  0.58622027D-16  0.66532874D-16  0.75066307D-16  0.84771409D-16  0.96290342D-16  0.10938368D-15  0.12543176D-15  0.14385698D-15  0.16582728D-15  0.19368655D-15  0.22838097D-15  0.27208850D-15  0.33024302D-15  0.40736186D-15  0.51500810D-15  0.66814052D-15  0.89021262D-15  0.12314164D-14  0.17602953D-14  0.26033981D-14  0.39964635D-14  0.63554642D-14  0.10469256D-13  0.17773024D-13  0.30900825D-13  0.54795139D-13  0.99081568D-13  0.18026393D-12  0.32669101D-12  0.57250850D-12  0.93986015D-12  0.14294059D-11  0.20287726D-11  0.27196403D-11  0.34885215D-11  0.43491986D-11  0.53403712D-11  0.64987590D-11  0.78665602D-11  0.94897513D-11  0.11428543D-10  0.13758252D-10  0.16583288D-10  0.20022841D-10  0.24241083D-10  0.29436324D-10  0.35852700D-10  0.43804306D-10  0.53654308D-10  0.65842650D-10  0.80849482D-10  0.99177391D-10  0.12126071D-09  0.14725571D-09  0.17657437D-09  0.20720030D-09  0.23547527D-09  0.25757611D-09  0.27185552D-09  0.27948507D-09  0.28290852D-09  0.28422256D-09  0.28465847D-09  0.28478357D-09  0.28480708D-09  0.28481932D-09  0.28482156D-09  0.28482188D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09  0.28482191D-09
NaOH        0.00000000D+00  0.45024595D-23  0.62737524D-23  0.84612458D-23  0.11271217D-22  0.15021156D-22  0.20198108D-22  0.27544919D-22  0.38180865D-22  0.53763623D-22  0.76699781D-22  0.15968805D-21  0.23110212D-21  0.33359271D-21  0.68397925D-21  0.96936425D-21  0.19046514D-20  0.36405627D-20  0.92166755D-20  0.16743211D-19  0.39997956D-19  0.93355576D-19  0.21326705D-18  0.61617273D-18  0.16680911D-17  0.51005904D-17  0.13153950D-16  0.32571314D-16  0.64782135D-16  0.11717958D-15  0.19147505D-15  0.27632150D-15  0.39348810D-15  0.52140539D-15  0.68847595D-15  0.88635824D-15  0.11200868D-14  0.14155495D-14  0.17880550D-14  0.22333997D-14  0.27971336D-14  0.35481150D-14  0.45118804D-14  0.58518206D-14  0.75950527D-14  0.99282368D-14  0.13207228D-13  0.17633611D-13  0.23482328D-13  0.31326219D-13  0.41347856D-13  0.54191391D-13  0.70153884D-13  0.89421484D-13  0.11283012D-12  0.14002404D-12  0.17080576D-12  0.20485838D-12  0.24114163D-12  0.27853680D-12  0.31552414D-12  0.35066355D-12  0.38265976D-12  0.40986318D-12  0.42884076D-12  0.43474779D-12  0.42061408D-12  0.37949110D-12  0.31126388D-12  0.22766769D-12  0.15115184D-12  0.10122588D-12  0.75945785D-13  0.63697607D-13  0.57330507D-13  0.53923295D-13  0.52263295D-13  0.51693276D-13  0.51780148D-13  0.52211173D-13  0.52758989D-13  0.53271485D-13  0.53656681D-13  0.53868565D-13  0.53891941D-13  0.53729998D-13  0.53398338D-13  0.52923567D-13  0.52343993D-13  0.51710205D-13  0.51081522D-13  0.50516239D-13  0.50057631D-13  0.49723799D-13  0.49506591D-13  0.49380874D-13  0.49316494D-13  0.49287491D-13  0.49276056D-13  0.49272145D-13  0.49270997D-13  0.49270780D-13  0.49270670D-13  0.49270651D-13  0.49270649D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13  0.49270650D-13
NH2         0.00000000D+00  0.29202968D-13  0.87456755D-13  0.14582714D-12  0.19938220D-12  0.25265589D-12  0.30946635D-12  0.37152053D-12  0.43909182D-12  0.51156882D-12  0.58777131D-12  0.74529969D-12  0.82361875D-12  0.89997826D-12  0.10435630D-11  0.11097944D-11  0.12299001D-11  0.13328612D-11  0.14545466D-11  0.15140341D-11  0.15725636D-11  0.15984199D-11  0.15982124D-11  0.15709381D-11  0.15297423D-11  0.14813933D-11  0.14518955D-11  0.14456261D-11  0.14626273D-11  0.14962141D-11  0.15374300D-11  0.15742148D-11  0.16120200D-11  0.16423424D-11  0.16718772D-11  0.16985066D-11  0.17235737D-11  0.17499244D-11  0.17785846D-11  0.18091282D-11  0.18442730D-11  0.18870284D-11  0.19370801D-11  0.20002299D-11  0.20745215D-11  0.21645748D-11  0.22794109D-11  0.24209787D-11  0.25937987D-11  0.28105453D-11  0.30727098D-11  0.33944080D-11  0.37810650D-11  0.42370036D-11  0.47844356D-11  0.54227318D-11  0.61631026D-11  0.70244957D-11  0.80186055D-11  0.91611729D-11  0.10453327D-10  0.11886462D-10  0.13453633D-10  0.15168599D-10  0.17038502D-10  0.19133105D-10  0.21483898D-10  0.24019565D-10  0.26630293D-10  0.29261687D-10  0.31887461D-10  0.34577983D-10  0.37595873D-10  0.41205537D-10  0.45496800D-10  0.50528933D-10  0.56385224D-10  0.63196393D-10  0.71119266D-10  0.80364778D-10  0.91133410D-10  0.10369474D-09  0.11832501D-09  0.13530650D-09  0.15493478D-09  0.17738613D-09  0.20268686D-09  0.23051940D-09  0.26011220D-09  0.29013655D-09  0.31878466D-09  0.34408563D-09  0.36442559D-09  0.37903752D-09  0.38828562D-09  0.39341205D-09  0.39590770D-09  0.39697920D-09  0.39738529D-09  0.39752034D-09  0.39755935D-09  0.39756671D-09  0.39757053D-09  0.39757121D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09  0.39757131D-09
NO2         0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00
O2H         0.00000000D+00  0.54699148D-21  0.18066435D-20  0.47079864D-20  0.11042685D-19  0.23587113D-19  0.46316166D-19  0.84418344D-19  0.14401825D-18  0.23158057D-18  0.35310058D-18  0.71508182D-18  0.95933162D-18  0.12451331D-17  0.19313222D-17  0.23249648D-17  0.31954870D-17  0.41559903D-17  0.57244428D-17  0.68379645D-17  0.85937617D-17  0.10438642D-16  0.12350281D-16  0.14928464D-16  0.17399314D-16  0.20106029D-16  0.22265456D-16  0.24229444D-16  0.25751541D-16  0.27238692D-16  0.28758374D-16  0.30185033D-16  0.31903229D-16  0.33586757D-16  0.35590418D-16  0.37760753D-16  0.40111667D-16  0.42827414D-16  0.45931611D-16  0.49277917D-16  0.53076489D-16  0.57569161D-16  0.62646181D-16  0.68808437D-16  0.75771247D-16  0.83871705D-16  0.93769941D-16  0.10547599D-15  0.11929575D-15  0.13633624D-15  0.15714388D-15  0.18383740D-15  0.21875427D-15  0.26540673D-15  0.33146312D-15  0.42573531D-15  0.56392097D-15  0.77328793D-15  0.10971815D-14  0.16111741D-14  0.24402865D-14  0.38022098D-14  0.61145774D-14  0.10294347D-13  0.18356621D-13  0.35183665D-13  0.69486022D-13  0.12714194D-12  0.20374387D-12  0.29164714D-12  0.38402892D-12  0.47654544D-12  0.56917735D-12  0.66412078D-12  0.76270538D-12  0.86661345D-12  0.97770917D-12  0.10983576D-11  0.12307574D-11  0.13770720D-11  0.15381938D-11  0.17150208D-11  0.19076660D-11  0.21157940D-11  0.23389983D-11  0.25755984D-11  0.28228652D-11  0.30757294D-11  0.33266560D-11  0.35655512D-11  0.37808729D-11  0.39619618D-11  0.41020913D-11  0.42005074D-11  0.42626190D-11  0.42975906D-11  0.43150779D-11  0.43228113D-11  0.43258222D-11  0.43268461D-11  0.43271472D-11  0.43272048D-11  0.43272351D-11  0.43272407D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11  0.43272416D-11
OCN         0.00000000D+00  0.13684021D-12  0.27844478D-12  0.48948316D-12  0.78061247D-12  0.11601174D-11  0.16321784D-11  0.21948845D-11  0.28387387D-11  0.35465003D-11  0.42947889D-11  0.58076545D-11  0.65239906D-11  0.71893239D-11  0.83292290D-11  0.87976177D-11  0.95417213D-11  0.10063267D-10  0.10531950D-10  0.10698340D-10  0.10814607D-10  0.10846720D-10  0.10856806D-10  0.10907311D-10  0.11047394D-10  0.11353862D-10  0.11749180D-10  0.12241554D-10  0.12692435D-10  0.13153843D-10  0.13618966D-10  0.14042888D-10  0.14537385D-10  0.15006007D-10  0.15544635D-10  0.16106764D-10  0.16693665D-10  0.17347339D-10  0.18068084D-10  0.18819568D-10  0.19647186D-10  0.20598441D-10  0.21644525D-10  0.22879672D-10  0.24234169D-10  0.25756386D-10  0.27535177D-10  0.29515305D-10  0.31669512D-10  0.34046522D-10  0.36551820D-10  0.39213587D-10  0.41968289D-10  0.44752201D-10  0.47590807D-10  0.50359662D-10  0.52988197D-10  0.55403443D-10  0.57487341D-10  0.59149248D-10  0.60394932D-10  0.61561819D-10  0.63683022D-10  0.69118010D-10  0.82364647D-10  0.11122918D-09  0.16369435D-09  0.23356954D-09  0.29576711D-09  0.33087463D-09  0.33353158D-09  0.31088190D-09  0.27547669D-09  0.23539143D-09  0.19482782D-09  0.15687243D-09  0.12415344D-09  0.98225808D-10  0.79458077D-10  0.67143490D-10  0.60022068D-10  0.56615796D-10  0.55634693D-10  0.56109648D-10  0.57409874D-10  0.59172071D-10  0.61217459D-10  0.63474802D-10  0.65925528D-10  0.68550641D-10  0.71281609D-10  0.73966554D-10  0.76379186D-10  0.78291291D-10  0.79592889D-10  0.80345860D-10  0.80716957D-10  0.80872930D-10  0.80928009D-10  0.80943441D-10  0.80946199D-10  0.80946178D-10  0.80945707D-10  0.80945374D-10  0.80945227D-10  0.80945177D-10  0.80945163D-10  0.80945159D-10  0.80945159D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945158D-10  0.80945159D-10  0.80945159D-10  0.80945159D-10  0.80945159D-10
OCS         0.00000000D+00  0.35971455D-14  0.60350952D-14  0.85868547D-14  0.11703274D-13  0.15483397D-13  0.19962390D-13  0.25122000D-13  0.30876389D-13  0.37075578D-13  0.43530022D-13  0.56476548D-13  0.62721490D-13  0.68761969D-13  0.80450671D-13  0.86313758D-13  0.98751628D-13  0.11302930D-12  0.13980199D-12  0.16207592D-12  0.20278573D-12  0.25204958D-12  0.30859595D-12  0.39127338D-12  0.47560592D-12  0.57263348D-12  0.65298417D-12  0.72754141D-12  0.78526155D-12  0.84005586D-12  0.89278998D-12  0.93843396D-12  0.98807650D-12  0.10312238D-11  0.10761798D-11  0.11181852D-11  0.11572817D-11  0.11959012D-11  0.12334642D-11  0.12680850D-11  0.13019769D-11  0.13367230D-11  0.13710644D-11  0.14078754D-11  0.14450577D-11  0.14843520D-11  0.15286157D-11  0.15777367D-11  0.16332472D-11  0.16998228D-11  0.17795785D-11  0.18798929D-11  0.20074270D-11  0.21709578D-11  0.23901953D-11  0.26832446D-11  0.30834187D-11  0.36487239D-11  0.44708654D-11  0.57168607D-11  0.76779527D-11  0.10892509D-10  0.16427208D-10  0.26575931D-10  0.45914542D-10  0.83334118D-10  0.14746439D-09  0.22948566D-09  0.30581610D-09  0.35918462D-09  0.38248741D-09  0.38033877D-09  0.36311286D-09  0.33746517D-09  0.30625512D-09  0.27170257D-09  0.23714553D-09  0.20639885D-09  0.18241747D-09  0.16622397D-09  0.15711231D-09  0.15332681D-09  0.15303935D-09  0.15480673D-09  0.15767757D-09  0.16107546D-09  0.16465754D-09  0.16819172D-09  0.17149692D-09  0.17441707D-09  0.17682722D-09  0.17865743D-09  0.17991799D-09  0.18069838D-09  0.18113351D-09  0.18135342D-09  0.18145429D-09  0.18149596D-09  0.18151128D-09  0.18151620D-09  0.18151755D-09  0.18151779D-09  0.18151789D-09  0.18151790D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09  0.18151789D-09
PH2         0.00000000D+00  0.61924225D-17  0.89698748D-17  0.11563219D-16  0.14406216D-16  0.17550549D-16  0.20983792D-16  0.24664945D-16  0.28532413D-16  0.32510654D-16  0.36517088D-16  0.44288170D-16  0.47907691D-16  0.51272278D-16  0.57083157D-16  0.59483056D-16  0.63226853D-16  0.65575234D-16  0.66625258D-16  0.65812577D-16  0.62601402D-16  0.57405634D-16  0.50800295D-16  0.41025390D-16  0.31722180D-16  0.22559757D-16  0.16604580D-16  0.12634158D-16  0.10628396D-16  0.94450585D-17  0.87643886D-17  0.84379936D-17  0.83272726D-17  0.84271695D-17  0.87064332D-17  0.91066996D-17  0.95858784D-17  0.10158173D-16  0.10818833D-16  0.11533872D-16  0.12348851D-16  0.13317798D-16  0.14418942D-16  0.15761699D-16  0.17281749D-16  0.19044963D-16  0.21176700D-16  0.23641481D-16  0.26438495D-16  0.29674924D-16  0.33270323D-16  0.37313956D-16  0.41760076D-16  0.46545867D-16  0.51762396D-16  0.57238264D-16  0.62906434D-16  0.68747272D-16  0.74713997D-16  0.80870949D-16  0.87352802D-16  0.94456548D-16  0.10271173D-15  0.11297543D-15  0.12622723D-15  0.14407841D-15  0.16886620D-15  0.20447934D-15  0.25563410D-15  0.32497785D-15  0.40963446D-15  0.50155609D-15  0.59381626D-15  0.68246306D-15  0.76530578D-15  0.84322519D-15  0.91847746D-15  0.99354837D-15  0.10703358D-14  0.11505270D-14  0.12352703D-14  0.13260286D-14  0.14241267D-14  0.15308778D-14  0.16477643D-14  0.17758390D-14  0.19158179D-14  0.20671954D-14  0.22277043D-14  0.23924799D-14  0.25537357D-14  0.27014041D-14  0.28252432D-14  0.29181280D-14  0.29793929D-14  0.30147087D-14  0.30325376D-14  0.30404409D-14  0.30435170D-14  0.30445622D-14  0.30448697D-14  0.30449285D-14  0.30449596D-14  0.30449654D-14  0.30449663D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449664D-14  0.30449663D-14  0.30449663D-14  0.30449663D-14  0.30449663D-14
c-SiC2      0.00000000D+00  0.46236595D-12  0.80367530D-12  0.12396397D-11  0.17763237D-11  0.24179806D-11  0.31617922D-11  0.39940791D-11  0.48894030D-11  0.58130661D-11  0.67262221D-11  0.83798863D-11  0.90698328D-11  0.96514866D-11  0.10491491D-10  0.10765182D-10  0.11079841D-10  0.11170478D-10  0.11082450D-10  0.10970459D-10  0.10817808D-10  0.10713690D-10  0.10615942D-10  0.10345630D-10  0.97757788D-11  0.86803721D-11  0.74270736D-11  0.60285571D-11  0.48614041D-11  0.37969952D-11  0.29246320D-11  0.23383848D-11  0.18735520D-11  0.15847264D-11  0.13624656D-11  0.12031615D-11  0.10834354D-11  0.98480987D-12  0.90352518D-12  0.83937883D-12  0.78565696D-12  0.73952537D-12  0.70273979D-12  0.67295074D-12  0.65264740D-12  0.64101666D-12  0.63818206D-12  0.64463025D-12  0.65957186D-12  0.68257266D-12  0.71188730D-12  0.74723209D-12  0.78782565D-12  0.83347953D-12  0.88640260D-12  0.94702927D-12  0.10173190D-11  0.11005531D-11  0.12011191D-11  0.13283758D-11  0.14993014D-11  0.17446397D-11  0.21176168D-11  0.27096129D-11  0.36485597D-11  0.51105067D-11  0.71399094D-11  0.93394733D-11  0.11105277D-10  0.12175892D-10  0.12552042D-10  0.12174844D-10  0.11025683D-10  0.93537189D-11  0.74897108D-11  0.56817663D-11  0.41034031D-11  0.28453745D-11  0.19233552D-11  0.12953255D-11  0.89557804D-12  0.65336325D-12  0.51108286D-12  0.42772380D-12  0.37730928D-12  0.34506056D-12  0.32299458D-12  0.30699208D-12  0.29488388D-12  0.28547330D-12  0.27804906D-12  0.27216729D-12  0.26755928D-12  0.26408229D-12  0.26163007D-12  0.26004863D-12  0.25912117D-12  0.25862281D-12  0.25837369D-12  0.25825600D-12  0.25820283D-12  0.25818673D-12  0.25817311D-12  0.25816774D-12  0.25816578D-12  0.25816513D-12  0.25816495D-12  0.25816490D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12  0.25816489D-12
SiH2        0.00000000D+00  0.14257065D-19  0.46533436D-19  0.10245114D-18  0.18665870D-18  0.30521175D-18  0.46850940D-18  0.69413203D-18  0.10089560D-17  0.14503431D-17  0.20665423D-17  0.40701792D-17  0.56072611D-17  0.76183146D-17  0.13478728D-16  0.17565593D-16  0.28743471D-16  0.45013711D-16  0.82322252D-16  0.11832736D-15  0.19335806D-15  0.29705660D-15  0.42802885D-15  0.62487974D-15  0.79911902D-15  0.91013788D-15  0.88922555D-15  0.76813879D-15  0.62761262D-15  0.48931767D-15  0.37633490D-15  0.30171429D-15  0.24286665D-15  0.20591695D-15  0.17695194D-15  0.15583433D-15  0.13981396D-15  0.12659570D-15  0.11575679D-15  0.10728836D-15  0.10028213D-15  0.94333119D-16  0.89610077D-16  0.85735166D-16  0.82953599D-16  0.81101600D-16  0.80146718D-16  0.80211919D-16  0.81347976D-16  0.83720412D-16  0.87442018D-16  0.92836490D-16  0.10017570D-15  0.10974846D-15  0.12229832D-15  0.13812138D-15  0.15776763D-15  0.18197152D-15  0.21117907D-15  0.24572698D-15  0.28498569D-15  0.32677119D-15  0.36615758D-15  0.39310758D-15  0.38979548D-15  0.33901382D-15  0.25713135D-15  0.19826510D-15  0.17602618D-15  0.18001873D-15  0.21065843D-15  0.26960146D-15  0.34642473D-15  0.42861991D-15  0.50926847D-15  0.58413253D-15  0.65027971D-15  0.70732230D-15  0.75712656D-15  0.80304915D-15  0.84852825D-15  0.89677388D-15  0.95019083D-15  0.10104511D-14  0.10787308D-14  0.11555081D-14  0.12407091D-14  0.13332391D-14  0.14307098D-14  0.15290549D-14  0.16226375D-14  0.17052182D-14  0.17718009D-14  0.18203088D-14  0.18521058D-14  0.18708489D-14  0.18808098D-14  0.18856116D-14  0.18877381D-14  0.18886186D-14  0.18889677D-14  0.18890634D-14  0.18891392D-14  0.18891674D-14  0.18891773D-14  0.18891806D-14  0.18891815D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14  0.18891818D-14
SiNC        0.00000000D+00  0.45495419D-17  0.92294554D-17  0.14317364D-16  0.20932495D-16  0.30077891D-16  0.42685042D-16  0.59659139D-16  0.81832423D-16  0.10989361D-15  0.14435052D-15  0.23375851D-15  0.28925629D-15  0.35245987D-15  0.50488512D-15  0.59640564D-15  0.81896553D-15  0.11119436D-14  0.17515319D-14  0.23767927D-14  0.37746658D-14  0.60011231D-14  0.94717012D-14  0.16910540D-13  0.28546642D-13  0.49144407D-13  0.73310980D-13  0.98835984D-13  0.11370479D-12  0.11691263D-12  0.10915512D-12  0.97522712D-13  0.84211067D-13  0.74196792D-13  0.65780634D-13  0.59413134D-13  0.54331241D-13  0.49776327D-13  0.45585741D-13  0.41833354D-13  0.38226064D-13  0.34603620D-13  0.31140273D-13  0.27625944D-13  0.24360578D-13  0.21289209D-13  0.18342614D-13  0.15701661D-13  0.13417005D-13  0.11434095D-13  0.97984614D-14  0.84328617D-14  0.73076113D-14  0.63770859D-14  0.55707518D-14  0.48692373D-14  0.42401878D-14  0.36587359D-14  0.31163577D-14  0.26082442D-14  0.21384565D-14  0.17117768D-14  0.13295580D-14  0.98964955D-15  0.69827067D-15  0.46558214D-15  0.31983655D-15  0.27265899D-15  0.29768137D-15  0.38158596D-15  0.51396120D-15  0.63592249D-15  0.67904075D-15  0.64088095D-15  0.55376986D-15  0.44852869D-15  0.34811496D-15  0.26569506D-15  0.20543670D-15  0.16518438D-15  0.14026056D-15  0.12562466D-15  0.11734135D-15  0.11275632D-15  0.11027968D-15  0.10906017D-15  0.10868069D-15  0.10896528D-15  0.10985128D-15  0.11130351D-15  0.11324506D-15  0.11550180D-15  0.11778500D-15  0.11975868D-15  0.12119770D-15  0.12208863D-15  0.12256934D-15  0.12280282D-15  0.12290810D-15  0.12295331D-15  0.12297218D-15  0.12297760D-15  0.12298206D-15  0.12298378D-15  0.12298440D-15  0.12298461D-15  0.12298467D-15  0.12298468D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15  0.12298469D-15
SiO2        0.00000000D+00  0.32795072D-24  0.13211189D-23  0.46133092D-23  0.14151332D-22  0.39270394D-22  0.10066182D-21  0.24157968D-21  0.54740139D-21  0.11772283D-20  0.24110679D-20  0.88270205D-20  0.15859677D-19  0.27426682D-19  0.74022881D-19  0.11622539D-18  0.26545921D-18  0.55665550D-18  0.14910065D-17  0.26914814D-17  0.60365621D-17  0.12532173D-16  0.24365340D-16  0.53967282D-16  0.10845060D-15  0.22824027D-15  0.42189753D-15  0.76138210D-15  0.12056674D-14  0.18143179D-14  0.25589326D-14  0.32940943D-14  0.41506298D-14  0.49231244D-14  0.57499952D-14  0.65500313D-14  0.73334329D-14  0.81650503D-14  0.90551623D-14  0.99736618D-14  0.10991370D-13  0.12184533D-13  0.13538107D-13  0.15203880D-13  0.17126728D-13  0.19424556D-13  0.22323707D-13  0.25876283D-13  0.30218965D-13  0.35732520D-13  0.42581641D-13  0.51362654D-13  0.62600441D-13  0.76976734D-13  0.96067624D-13  0.12115483D-12  0.15452553D-12  0.19990254D-12  0.26252237D-12  0.35121963D-12  0.47993632D-12  0.67245295D-12  0.97185489D-12  0.14590101D-11  0.22572286D-11  0.35392703D-11  0.53808722D-11  0.75383931D-11  0.95096329D-11  0.10808989D-10  0.11132962D-10  0.10628070D-10  0.98874274D-11  0.94118929D-11  0.93540995D-11  0.96616499D-11  0.10240476D-10  0.11015509D-10  0.11937239D-10  0.12978983D-10  0.14123408D-10  0.15367261D-10  0.16711476D-10  0.18159523D-10  0.19716679D-10  0.21379294D-10  0.23134753D-10  0.24951132D-10  0.26775062D-10  0.28530145D-10  0.30125195D-10  0.31473534D-10  0.32519310D-10  0.33255389D-10  0.33723718D-10  0.33993690D-10  0.34135814D-10  0.34204931D-10  0.34236477D-10  0.34250227D-10  0.34256044D-10  0.34257733D-10  0.34259128D-10  0.34259668D-10  0.34259864D-10  0.34259929D-10  0.34259948D-10  0.34259953D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10  0.34259954D-10
